experiment	instrument	ms_ms_identified_percent	ms_ms	ms_ms_submitted	ms_ms_identified	peptide_sequences_identified	peaks_sequenced_percent	peaks_repeatedly_sequenced_percent	evidence__m_z	evidence__mass	evidence__score	evidence__uncalibrated_calibrated_m_z_ppm	evidence__mass_error_ppm	evidence__uncalibrated_mass_error_ppm	evidence__max_intensity_m_z_0	evidence__retention_length	evidence__number_of_data_points	evidence__number_of_scans	evidence__intensity	evidence__charge2_prop	evidence__ms_ms_count1_prop	ms_scan__cycle_time	ms_scan__ion_injection_time	ms_scan__total_ion_current	ms_scan__base_peak_intensity	ms_scan__peak_length	ms_scan__identified_multiplets_s	ms_scan__ms_ms_s	ms_scan__identified_ms_ms_s	ms_scan__ms_ms_identification_rate_percent	ms_scan__intens_comp_factor	ms_scan__ctcd_comp	ms_scan__raw_ov_ft_t	ms_scan__agc_fill	msms_scan__ion_injection_time	msms_scan__total_ion_current	msms_scan__collision_energy	msms_scan__base_peak_intensity	msms_scan__precursor_intensity	msms_scan__score	protein_counts	performance
QEP220810_02	qep	42	49067	53522	22328	17291	4.9	12	621.819867	1363.69921	73.781	-0.65648	-0.0064969	-0.66553	623.330570929408	0.60776	75	27	22.9013821507952	9.22404210509211	9.43986886091881	1.0669	4.9	28.5225859250684	23.9255145284383	12.22	2.6025	7.7275	3.041	42.66	1.4072	1.208	21.1224720333154	1	65	18.9482645563774	28	15.4512111118323	20.0461874608462	31.9548616319264	2464	warning
QEP220810_03	qep	41	48834	53313	21931	16968	4.9	12	621.831191	1358.78095	74.423	-0.63558	-0.0237355	-0.68547	623.313613584889	0.61504	76	28	22.9195623952975	9.22281756029916	9.41358762610945	1.0271	4.8	28.5894760980403	23.8869743478895	12.26	2.5885	7.571	2.999	41.59	1.4021	1.206	21.1076829971819	1	65	18.9386348665865	28	15.4464210207901	20.0327607557279	32.0083563573288	2432	warning
QEP220905_01	qep	45	49807	53560	23943	19106	4.8	9.9	642.819078	1405.67118	81.865	-4.1501	-0.012537	-4.1502	645.799587932723	0.5497	67	24	23.8865093044133	9.36862871050188	9.62491189889017	1.2312	2.2	29.5301608156839	24.8981374666932	12.41	2.852	8.183	3.298	44.03	1.3184	1.25	20.9280369329854	1	65	20.2637322572787	28	16.5235006990228	21.1071149663594	41.6623227180389	2632	good
QEP220905_02	qep	45	50010	53744	24022	19572	4.8	9	640.3193215	1401.60687	81.74	-4.09955	-0.0222925	-4.12515	643.372273269591	0.5331	65	23	23.8933770810907	9.40403828996732	9.69623570623636	1.2489	2.4	29.4449703252524	24.8605782662917	12.53	2.852	8.2215	3.3255	43.79	1.31965	1.219	20.9307035184494	1	65	20.2657935777386	28	16.5065012948862	21.1039325479823	41.2631367163353	2674	good
QEP220905_03	qep	44	49999	53631	23785	19415	4.8	8.6	640.2973325	1402.714535	82.689	-4.29735	-0.00738945	-4.3011	643.830537894143	0.52182	64	23	23.9012716507258	9.39757481900237	9.6886058080657	1.2587	2.5	29.3068904283791	24.8025743442573	12.59	2.893	8.238	3.294	43.65	1.3047	1.248	20.8966070579876	1	65	20.2374807394808	28	16.4861908174707	21.0823949077604	40.727398489386	2659	warning
QEP220928_01	qep	36	42963	47886	17376	13287	4.5	13	613.840602	1314.75072	70.988	-6.8847	0.0093816	-6.86375	617.286276114243	0.62597	80	30	22.6009468900194	9.08085876863085	9.12485239580118	0.59715	10	26.127762478957	22.4191835412414	9.215	0.7364	5.68	1.212	20.35	1.0639	2.697	20.194130775938	1	65	18.410923317011	28	15.0523557742649	19.5121994944369	26.6729073538995	2066	bad
QEP220928_02	qep	37	43301	48217	17635	13587	4.5	13	614.2895345	1315.63681	70.977	-7.0513	0.01687	-7.0303	617.310197961676	0.620915	78	29	22.6312312424508	9.11150108932464	9.16618378053328	0.64018	10	26.0434240984658	22.5166749955745	9.418	0.76385	5.8635	1.258	21.08	1.0539	2.463	20.1562442675162	0.949999988079071	65	18.5387876063034	28	15.1677709357197	19.5793930556862	27.5713042700533	2096	bad
QEP220928_03	qep	36	43312	48214	17407	13459	4.5	13	611.822361	1310.654275	70.919	-6.9795	-0.020561	-6.9895	613.981716978653	0.61633	77	29	22.5906254236192	9.10696663235333	9.1602795860003	0.640125	10	25.9399747804239	22.3656496365986	9.253	0.6677	5.754	1.121	19.88	1.0344	2.521	20.0790374400571	0.920000016689301	65	18.472310054979	28	15.1199543009202	19.5183716091993	27.1300745838117	2098	bad
QEP221018_01	qep	49	50148	53778	26426	20630	4.8	9.3	658.021457	1470.71368	80.469	2.6283	-0.0389065	2.59525	661.371993570657	0.54961	69	24.5	23.3295084027812	9.30746951178478	9.7276420193627	1.2773	2.9	29.3619793031361	24.5474556432402	13.16	3.322	8.278	4.029	49.81	1.4451	0.886	21.2282929056474	1	65	20.0322771579209	28	16.2585752344578	20.7493403348142	45.0813702357973	2667	good
QEP221018_02	qep	49	50751	54506	26751	21289	4.8	8.9	658.839433	1472.715065	82.385	2.9488	-0.0341095	2.92985	662.84469263094	0.53686	66	23	23.4956418134589	9.35134985875015	9.78503601400474	1.3003	2.5	29.5606154752694	24.7626857630503	13.43	3.529	8.321	4.045	49.52	1.44545	0.8595	21.2292274422887	1	65	20.2748058166076	28	16.44759985828	20.9441851530938	46.7059431615894	2748	good
QEP221018_03	qep	49	50432	54114	26739	21387	4.8	8.7	655.9955805	1460.72933	80.763	3.2537	-0.033295	3.2386	659.809787862698	0.526765	65	23	23.4151908996477	9.36962146033339	9.7968070132129	1.2865	2.7	29.4459177027975	24.6592439737203	13.21	3.514	8.294	4.0055	50.575	1.4422	0.88	21.2204932594171	1	65	20.1790100404686	28	16.3747423473283	20.8551438382523	45.4377521464698	2745	good
QEP221019_01	qep	17	22013	24874	4191	3425	3	12	564.8347885	1214.61102	54.157	0.62338	0.05092	0.64552	566.76748430275	0.53148	154	56	20.4677209623434	7.60810624167933	7.76981043493752	0.48512	10	25.045852295391	21.689231923085	6.8995	0.4312	3.165	0.5109	16.64	0.881	2.491	19.4220437134772	0.469999998807907	65	15.7488741943256	28	13.0487763375822	16.9388991824817	12.2258058352483	616	bad
QEP221019_02	qep	46	49351	53266	24264	19475	5	9.2	642.843342	1415.74425	79.148	2.45665	-0.0215435	2.4573	645.85486133179	0.53996	67	24	23.2604768201409	9.34923000948503	9.68880603871315	1.17205	3.7	29.0202508210413	24.2508974731636	12.75	3.102	8.01	3.498	47.6	1.4339	0.907	21.1978058070563	1	65	19.7650982895476	28	16.0668880365818	20.5413575658406	39.5424041763765	2664	good
QEP221019_03	qep	45	49117	53092	24081	19693	5	8.9	640.5078765	1413.779805	78.616	2.9145	-0.015631	2.9401	644.821601416554	0.529315	66	24	23.2846095050618	9.35447042395876	9.71290534417539	1.14865	3.8	29.021654517277	24.238268276597	12.84	2.988	7.976	3.398	47.2	1.4293	0.928	21.1850348016103	1	65	19.8152519401362	28	16.1022217876438	20.5696579880896	39.1237180217882	2675	good
QEP221123_01	qep	44	47716	51941	22698	16926	4.8	14	640.2805715	1398.75927	74.2	2.3118	0.00087361	2.3245	642.859908658267	0.652765	82	30	23.4149329300375	9.19342079424214	9.36812519857924	0.89001	8.1	28.0951645600138	23.2807922882624	12.18	2.015	7.6685	2.736	41.065	1.3786	0.875	21.0578745204365	1	65	19.2867765785028	28	15.6787926763062	20.4454824602409	33.7383272116569	2427	warning
QEP221123_02	qep	43	46984	51307	22047	16442	4.8	14	634.959868	1386.66269	74.237	1.9368	-0.0017027	1.9058	636.338933696421	0.6443	82	30	23.4008033629918	9.17332358364863	9.3445869392053	0.80023	9.9	27.6960750927273	22.987790501533	11.8	1.7615	7.4625	2.418	38.925	1.3505	0.949	20.9987390566162	1	65	19.2185797902611	28	15.6197471370615	20.3883383222371	33.2247768539759	2405	warning
QEP221129_01	qep	43	48774	52544	22843	17560	4.9	11	634.758617	1391.651	71.949	1.50175	0.00107605	1.52655	637.334251638064	0.61437	74	27	22.9371841178307	9.23574235721459	9.48506484023297	1.1825	6.3	28.3783001772292	23.8533857060305	12.915	2.635	8.016	3.2085	43.88	1.4304	0.835	21.1882704235533	1	65	18.822007479323	28	15.2755425560867	20.0682138441124	31.8272338636602	2498	warning
QEP221212_01	qep	50	50666	54238	27322	20646	4.9	9.8	660.355031	1480.80718	81.692	2.29725	-0.0283825	2.2681	664.734182120211	0.57428	70	25	23.6592712421614	9.33597139933439	9.73224264777427	1.3279	2.6	29.623678382715	24.9388089125162	14.58	3.5715	8.322	4.144	52.33	1.4456	0.729	21.2295710121099	1	65	19.5086517118208	28	15.9070314767262	21.0336681569887	47.3920728296396	2881	good
QEP221212_02	qep	49	50863	54499	26886	20787	5	9.2	651.347737	1463.66811	81.526	2.312	-0.006525	2.3092	654.331128962138	0.55317	68	24	23.7716289001566	9.33088193068512	9.76776101916817	1.3108	2.3	29.7005302840082	24.9962358970674	14.09	3.577	8.3	4.101	53.64	1.443	0.72	21.2225101509417	1	65	19.5253143367327	28	15.9242093993111	21.071276583759	44.96078517613	2875	good
QEP221212_03	qep	45	50797	54305	24683	19512	4.9	8.7	652.515225	1437.71367	79.82	2.7561	-0.028713	2.7324	657.01904532811	0.55057	67	24	23.5279074335294	9.32449636315953	9.70696968961711	1.3298	2.9	29.3938254293925	24.546690548344	14.345	3.2795	8.305	3.7455	49.585	1.4367	0.807	21.2056198127502	1	65	19.1980133194373	28	15.6774994332851	20.7645838141073	37.1800784114844	2702	good
QEP221214_01	qep	46	50819	54347	25179	19619	4.9	9.4	651.796057	1462.75686	74.464	2.58645	-0.021278	2.60535	654.819389770038	0.56866	71	25	23.3266999347389	9.21661363141492	9.67489929076055	1.336	3.2	29.2356344753491	24.5280266090474	14.325	3.261	8.297	3.705	50.14	1.4431	0.766	21.2229769259188	1	65	18.8840810635176	28	15.4063046723225	20.6157990026438	35.9726269296718	2665	good
QEP221214_02	qep	46	50715	54173	24822	19289	4.9	9.3	652.29435	1458.69907	75.213	2.7418	-0.026351	2.7481	656.336391604203	0.56303	69	24	23.3361992535418	9.23079223012839	9.67112333651701	1.3438	3.2	29.2518158835789	24.4634178547384	14.47	3.13	8.295	3.677	49.28	1.4405	0.8	21.2159781092743	1	65	18.8734260883276	28	15.3955006649775	20.5904858572172	34.7730899825812	2645	good
QEP221222_01	qep	46	49369	53055	24142	17550	4.6	13	641.002396	1406.65654	73.632	0.92963	-0.015588	0.94258	644.840684350894	0.66637	82	30	23.1297326569318	9.2170115765588	9.41090981720525	1.2052	4.1	28.9953141694398	24.211931059298	13.49	2.776	8.107	3.493	46.48	1.446	0.783	21.230713155367	1	65	18.7092723244513	28	15.282473108099	20.347033043146	35.2952538007438	2445	good
QEP221222_02	qep	45	49502	53572	24144	17886	4.7	12	642.834462	1403.68924	74.415	1.58975	-0.028645	1.5914	645.805570797007	0.64551	79	29	23.1355605620892	9.25142465379518	9.48035711458292	1.2487	4.2	28.9206507944415	24.1646129705898	13.61	2.864	8.21	3.479	46.77	1.4401	0.819	21.2146753294448	1	65	18.7681390832937	28	15.328184035828	20.3342468886617	35.0064046220906	2487	good
QEP221222_03	qep	46	49458	53440	24334	18381	4.7	12	640.7449015	1400.74616	74.255	2.5854	-0.0145805	2.61345	643.840406072407	0.624815	76	28	23.1789112914949	9.28972004742457	9.527184552672	1.2556	4	28.9827910845456	24.1176332728775	13.755	2.875	8.159	3.4805	47.545	1.43555	0.8315	21.202443952219	1	65	18.829567904594	28	15.3726610442917	20.3736371619256	35.2007145713485	2575	good
QEP221227_01	qep	43	48113	53106	22654	15791	4.3	14	644.8027825	1400.71472	75.819	2.2461	-0.005442	2.256	647.358771797114	0.67688	83	32	23.810490049074	9.22290623416735	9.30890888472129	0.89619	3.9	29.1063188431081	24.4423090021342	11.81	2.2425	7.682	3.078	44.575	1.39465	0.957	21.0906923648117	1	65	19.944780680751	28	16.1361099790776	20.7781310848511	34.7207769996593	2448	warning
QEP221227_02	qep	42	48411	53348	22501	16135	4.4	14	646.832348	1406.666195	77.046	3.1797	-0.01459	3.1853	650.305331785091	0.64819	80	30	23.8479496678801	9.2371620593911	9.35789086823746	0.94334	3.9	28.984611665656	24.5038821854252	11.905	2.2425	7.676	3.003	44.35	1.38255	1.016	21.0661046618659	1	65	19.9609861161593	28	16.1513535407515	20.7909148022453	34.1725423073118	2479	warning
QEP221227_03	qep	42	48383	53486	22393	16283	4.5	13	649.6525725	1408.65477	77.662	3.9683	-0.0085697	3.9814	653.000699223065	0.641525	78	29	23.9152462640222	9.24869677730043	9.38439311891086	0.944365	3.8	29.0592276407074	24.4213683722407	11.93	2.193	7.669	2.927	42.67	1.3773	1.026	21.0552730340971	1	65	19.9909238469406	28	16.1807250390775	20.8496010996846	34.1725423073118	2508	warning
QEP230111_01	qep	50	52691	56378	28403	21965	4.9	9.3	660.805379	1492.251285	82.7555	2.15055	-0.035762	2.14955	663.656273271439	0.54634	67	24	24.1915565756851	9.3193985242851	9.81309200476752	1.3214	1.5	30.3368695657468	25.4982158112467	14.82	3.839	8.397	4.46	53.95	1.4535	0.741	21.2508101741567	1	65	20.7052273824345	28	16.7766129468475	21.6632163751488	49.4554930285011	2881	good
QEP230111_02	qep	51	52856	56553	28638	22282	4.9	8.8	657.869	1485.860465	82.648	2.7314	-0.042044	2.7174	661.382653034359	0.533945	66	23	24.183893390937	9.3365244306704	9.85681610794913	1.3218	1.5	30.3508967715289	25.5243843669657	14.54	3.957	8.397	4.512	53.65	1.4532	0.746	21.2499599226683	1	65	20.6723666373656	28	16.7638996192634	21.6649583802748	48.7605300825837	2925	good
QEP230111_03	qep	50	52784	56482	28333	22259	4.9	8.5	657.648743	1482.66671	82.029	3.1692	-0.039129	3.1547	661.005494045315	0.53178	65	23	24.175237650291	9.33637982921359	9.85816893468919	1.3204	1.5	30.3134359281946	25.5129499476537	14.49	3.869	8.395	4.441	53.02	1.4551	0.761	21.2550198075153	1	65	20.6449564584034	28	16.7408348261453	21.6496733096462	47.7429621099986	2927	good
QEP230202_01	qep	43	47064	50836	21876	17496	4.9	9.7	628.9225995	1379.737615	75.311	2.25995	-0.0076998	2.29455	632.332791112069	0.559515	70	25	23.0258806271104	9.24973729239149	9.55444074778486	0.86975	7.6	28.0869180497964	23.8064638616858	11.8	2.0255	7.437	2.447	38.69	1.41965	0.889	21.1581159650652	1	65	18.6640374944016	28	15.2622416915663	20.1590798542881	32.9809737821683	2505	warning
QEP230202_02	qep	43	47086	50917	21712	17667	4.9	9	626.820512	1376.178445	76.17	2.6937	-0.0076303	2.6827	630.293583945341	0.545295	67	24	23.0732629312887	9.27153609104535	9.59873325586342	0.87204	7.9	28.0621391321296	23.8091165208797	11.76	1.855	7.433	2.236	38.58	1.4082	0.884	21.1253745585836	1	65	18.7041299219095	28	15.2958585844581	20.2070035926107	33.195155862334	2544	warning
QEP230202_03	qep	43	47498	51159	22242	18150	4.9	8.6	629.305872	1380.82282	76.768	2.9137	-0.0080974	2.9059	632.296878951954	0.52876	65	23	23.1264593468993	9.28203861595188	9.64487196364175	0.91576	8.2	27.9534091343711	23.8995209481527	11.695	1.8595	7.587	2.294	39.72	1.4009	0.884	21.1042633852503	1	65	18.8053187836286	28	15.3679095347171	20.2759761241988	33.7966039594783	2612	warning
QEP230220_01	qep	31	47428	50732	15833	13580	4.9	9.1	569.2957615	1240.59398	74.255	1.8209	-0.0223455	1.7837	570.774216968408	0.582525	74	27	23.4323706167521	8.87151701607206	9.28799424371686	0.892065	5.7	28.4952605933804	23.9487778593564	11.7	1.672	7.441	2.029	33.98	1.4387	0.649	21.2109621861558	1	65	17.865171405276	28	14.4571243315408	20.1554823860267	17.8653738487946	2094	bad
QEP230220_02	qep	30	47891	51094	15306	13347	4.9	8.4	565.824421	1231.63496	74.162	2.41165	-0.0398585	2.34635	566.958260902528	0.57144	72	26	23.6345584926361	8.8301170560468	9.28972944000752	0.971715	4.8	28.7362481621659	24.050343566873	12.18	1.573	7.692	1.896	32.3	1.4357	0.654	21.2028567824229	1	65	17.7565563225241	28	14.3622178159131	20.3444882616559	16.6709893507456	2124	bad
QEP230220_03	qep	29	48213	51462	14899	13052	4.9	8.3	565.3094965	1225.57377	74.439	3.237	-0.040056	3.1896	565.604911739406	0.55879	71	26	23.7462215261033	8.83161651687784	9.27513722017176	1.0125	5	28.7012575442378	24.1308089791446	12.22	1.539	7.67	1.787	32.375	1.4415	0.7815	21.2185438140702	1	65	17.5771042323471	28	14.2789575644513	20.4374527681549	14.9723496134301	2093	bad
